date,time,receipt_no,sales,rendered,change,payment_type
2026-09-09,11:39:53,0015,5.50,5.50,0.00,PayWave
2026-09-09,12:18:07,0016,4.00,5.00,1.00,Cash
2026-09-09,12:21:08,0017,6.50,6.50,0.00,PayWave
2026-09-09,12:35:06,0018,5.50,5.50,0.00,PayNow
2026-09-09,13:02:33,0019,7.50,7.50,0.00,PayWave
2026-09-09,13:56:05,0020,6.00,6.00,0.00,PayWave
2026-09-09,14:28:56,0021,8.00,10.00,2.00,Cash
2026-09-09,15:41:04,0022,7.50,10.00,2.50,Cash
2026-09-09,16:27:41,0023,6.00,6.00,0.00,Cash
2026-09-09,16:51:31,0024,9.00,10.00,1.00,Cash
2026-09-09,17:06:43,0025,5.00,5.00,0.00,PayNow
2026-09-09,17:31:49,0026,5.00,5.00,0.00,Cash
2026-09-09,18:24:16,0027,6.50,6.50,0.00,PayNow
2026-09-09,19:05:57,0028,6.50,6.50,0.00,PayNow
2026-09-09,19:12:37,0029,6.50,10.00,3.50,Cash
2026-09-09,19:26:28,0030,5.00,5.00,0.00,PayWave
2026-09-10,06:09:28,0001,6.00,6.00,0.00,PayNow
2026-09-10,06:27:34,0002,9.00,9.00,0.00,Cash
2026-09-10,07:40:04,0003,6.00,6.00,0.00,Cash
2026-09-10,07:57:18,0004,4.50,4.50,0.00,Cash
2026-09-10,08:07:57,0005,8.00,10.00,2.00,Cash
2026-09-10,08:11:03,0006,5.50,5.50,0.00,Cash
2026-09-10,08:44:26,0007,5.00,5.00,0.00,Cash
2026-09-10,09:16:15,0008,6.00,6.00,0.00,Cash
2026-09-10,09:52:52,0009,4.50,5.00,0.50,Cash
2026-09-10,10:03:23,0010,8.50,10.00,1.50,Cash
2026-09-10,10:15:29,0011,7.00,10.00,3.00,Cash
2026-09-10,10:41:22,0012,5.50,5.50,0.00,PayLah
2026-09-10,11:21:25,0013,6.00,6.00,0.00,Cash
2026-09-10,11:24:01,0014,5.50,5.50,0.00,PayNow
2026-09-10,12:38:23,0015,7.00,7.00,0.00,Cash
2026-09-10,13:13:10,0016,5.00,5.00,0.00,PayLah
2026-09-10,13:28:42,0017,10.00,10.00,0.00,PayNow
2026-09-10,14:19:55,0018,8.00,8.00,0.00,PayNow
2026-09-10,15:06:02,0019,6.50,6.50,0.00,Cash
2026-09-10,15:39:23,0020,7.50,10.00,2.50,Cash
2026-09-10,15:58:05,0021,3.50,5.00,1.50,Cash
2026-09-10,15:59:47,0022,7.50,7.50,0.00,Cash
2026-09-10,16:00:03,0023,5.00,5.00,0.00,PayLah
2026-09-10,16:08:59,0024,5.50,5.50,0.00,Cash
2026-09-10,16:10:15,0025,5.00,5.00,0.00,PayLah
2026-09-10,17:06:35,0026,4.00,4.00,0.00,PayNow
2026-09-10,17:48:56,0027,8.00,8.00,0.00,Cash
2026-09-10,18:40:01,0028,6.50,10.00,3.50,Cash
2026-09-10,19:16:21,0029,8.00,8.00,0.00,PayLah
2026-09-11,06:31:51,0001,5.00,5.00,0.00,PayNow
2026-09-11,07:29:43,0002,8.00,10.00,2.00,Cash
2026-09-11,08:19:24,0003,6.50,10.00,3.50,Cash
2026-09-11,08:50:21,0004,4.00,4.00,0.00,Cash
2026-09-11,09:30:40,0005,6.00,6.00,0.00,PayWave
2026-09-11,09:39:01,0006,6.00,6.00,0.00,PayNow
2026-09-11,09:59:40,0007,3.00,3.00,0.00,PayLah
2026-09-11,10:20:18,0008,3.00,3.00,0.00,Cash
2026-09-11,10:46:37,0009,6.00,6.00,0.00,Cash
2026-09-11,10:51:35,0010,4.50,4.50,0.00,PayLah
2026-09-11,11:09:38,0011,6.50,6.50,0.00,PayLah
2026-09-11,11:14:30,0012,6.00,10.00,4.00,Cash
2026-09-11,12:30:27,0013,6.50,6.50,0.00,Cash
2026-09-11,13:39:44,0014,9.00,9.00,0.00,PayNow
2026-09-11,13:48:25,0015,3.50,5.00,1.50,Cash
2026-09-11,13:56:48,0016,4.00,4.00,0.00,Cash
2026-09-11,14:28:59,0017,4.00,4.00,0.00,PayNow
2026-09-11,14:41:47,0018,7.00,7.00,0.00,Cash
2026-09-11,15:04:12,0019,3.50,3.50,0.00,Cash
2026-09-11,15:06:01,0020,3.00,3.00,0.00,PayWave
2026-09-11,15:15:38,0021,5.00,5.00,0.00,Cash
2026-09-11,15:18:12,0022,6.00,6.00,0.00,PayNow
2026-09-11,15:21:17,0023,4.00,4.00,0.00,PayNow
2026-09-11,15:58:34,0024,3.00,3.00,0.00,PayNow
2026-09-11,16:23:06,0025,9.00,10.00,1.00,Cash
2026-09-11,16:41:19,0026,4.00,4.00,0.00,PayWave
2026-09-11,16:59:40,0027,9.00,9.00,0.00,PayLah
2026-09-11,17:03:46,0028,7.00,7.00,0.00,PayNow
2026-09-11,17:25:47,0029,8.00,10.00,2.00,Cash
2026-09-11,17:43:19,0030,6.00,6.00,0.00,Cash
2026-09-11,18:05:41,0031,3.50,3.50,0.00,PayWave
2026-09-11,18:51:33,0032,7.50,7.50,0.00,PayLah
2026-09-11,19:13:09,0033,7.50,7.50,0.00,PayLah
2026-09-11,19:44:16,0034,8.00,10.00,2.00,Cash
2026-09-11,19:49:55,0035,4.00,4.00,0.00,Cash
2026-09-12,06:28:36,0001,7.50,10.00,2.50,Cash
2026-09-12,07:19:32,0002,5.00,5.00,0.00,PayWave
2026-09-12,07:28:14,0003,7.50,7.50,0.00,Cash
2026-09-12,08:06:03,0004,7.00,7.00,0.00,PayWave
2026-09-12,08:07:31,0005,6.00,10.00,4.00,Cash
2026-09-12,08:44:04,0006,9.00,10.00,1.00,Cash
2026-09-12,09:12:56,0007,6.50,10.00,3.50,Cash
2026-09-12,09:31:32,0008,7.50,7.50,0.00,Cash
2026-09-12,10:36:43,0009,7.50,7.50,0.00,Cash
2026-09-12,12:03:54,0010,5.00,5.00,0.00,Cash
2026-09-12,12:35:30,0011,3.00,3.00,0.00,PayLah
2026-09-12,12:49:29,0012,5.00,5.00,0.00,Cash
2026-09-12,13:40:15,0013,3.50,3.50,0.00,PayLah
2026-09-12,13:49:25,0014,7.50,7.50,0.00,PayNow
2026-09-12,13:56:24,0015,4.50,4.50,0.00,PayLah
2026-09-12,14:03:07,0016,5.00,5.00,0.00,PayNow
2026-09-12,14:24:05,0017,10.00,10.00,0.00,PayLah
2026-09-12,15:38:51,0018,4.00,4.00,0.00,PayNow
2026-09-12,15:46:16,0019,9.00,9.00,0.00,PayWave
2026-09-12,15:51:16,0020,5.00,5.00,0.00,PayNow
2026-09-12,15:53:59,0021,4.50,4.50,0.00,PayLah
2026-09-12,16:10:24,0022,8.00,10.00,2.00,Cash
2026-09-12,16:29:48,0023,5.00,5.00,0.00,Cash
2026-09-12,16:58:17,0024,7.00,10.00,3.00,Cash
2026-09-12,17:31:49,0025,6.00,6.00,0.00,PayNow
2026-09-12,18:27:45,0026,8.00,10.00,2.00,Cash
2026-09-12,19:04:37,0027,10.00,10.00,0.00,Cash
2026-09-12,19:19:07,0028,7.50,7.50,0.00,PayWave
2026-09-12,19:20:06,0029,9.00,10.00,1.00,Cash
2026-09-12,19:27:48,0030,6.50,6.50,0.00,PayNow
2026-09-12,19:49:37,0031,5.50,5.50,0.00,Cash
2026-09-14,06:33:54,0001,5.00,5.00,0.00,Cash
2026-09-14,06:57:31,0002,6.00,6.00,0.00,PayLah
2026-09-14,07:02:17,0003,7.00,7.00,0.00,PayNow
2026-09-14,07:04:00,0004,8.00,8.00,0.00,PayLah
2026-09-14,07:39:16,0005,6.50,6.50,0.00,Cash
2026-09-14,08:21:36,0006,4.00,4.00,0.00,PayWave
2026-09-14,08:25:14,0007,6.00,6.00,0.00,PayNow
2026-09-14,08:52:54,0008,3.00,3.00,0.00,PayWave
2026-09-14,08:58:56,0009,7.00,10.00,3.00,Cash
2026-09-14,09:04:38,0010,4.00,4.00,0.00,Cash
2026-09-14,09:05:50,0011,3.00,3.00,0.00,PayNow
2026-09-14,09:08:37,0012,5.50,5.50,0.00,PayNow
2026-09-14,09:14:11,0013,8.00,10.00,2.00,Cash
2026-09-14,09:38:22,0014,4.50,4.50,0.00,PayWave
2026-09-14,10:24:18,0015,7.50,10.00,2.50,Cash
2026-09-14,10:34:01,0016,4.50,4.50,0.00,Cash
2026-09-14,11:29:58,0017,5.50,5.50,0.00,PayLah
2026-09-14,11:34:02,0018,3.50,5.00,1.50,Cash
2026-09-14,11:54:46,0019,5.00,5.00,0.00,PayLah
2026-09-14,11:58:40,0020,4.00,4.00,0.00,PayNow
2026-09-14,12:08:08,0021,3.50,3.50,0.00,Cash
2026-09-14,12:19:51,0022,6.00,10.00,4.00,Cash
2026-09-14,13:01:45,0023,7.00,7.00,0.00,PayLah
2026-09-14,13:05:33,0024,3.00,3.00,0.00,PayWave
2026-09-14,13:06:27,0025,8.00,8.00,0.00,PayWave
2026-09-14,13:19:02,0026,5.50,5.50,0.00,Cash
2026-09-14,13:20:24,0027,8.00,8.00,0.00,PayNow
2026-09-14,13:26:24,0028,5.00,5.00,0.00,PayLah
2026-09-14,13:30:56,0029,6.00,6.00,0.00,PayWave
2026-09-14,13:45:06,0030,5.00,5.00,0.00,Cash
2026-09-14,14:14:21,0031,4.50,4.50,0.00,PayWave
2026-09-14,14:30:52,0032,5.50,5.50,0.00,Cash
2026-09-14,15:24:49,0033,6.50,6.50,0.00,PayLah
2026-09-14,15:44:02,0034,5.50,5.50,0.00,PayNow
2026-09-14,15:52:26,0035,8.00,8.00,0.00,PayLah
2026-09-14,17:08:39,0036,6.50,6.50,0.00,Cash
2026-09-14,17:37:29,0037,6.50,6.50,0.00,PayNow
2026-09-14,17:42:04,0038,3.50,3.50,0.00,Cash
2026-09-14,17:43:02,0039,5.50,10.00,4.50,Cash
2026-09-14,18:09:49,0040,8.00,8.00,0.00,Cash
2026-09-14,18:39:33,0041,4.00,4.00,0.00,PayNow
2026-09-14,19:17:05,0042,8.50,8.50,0.00,Cash
2026-09-14,19:35:56,0043,8.50,8.50,0.00,PayNow
2026-09-14,19:40:52,0044,7.00,7.00,0.00,PayNow
2026-09-14,19:57:37,0045,6.00,10.00,4.00,Cash
2026-09-15,06:02:07,0001,8.00,10.00,2.00,Cash
2026-09-15,06:20:43,0002,6.00,6.00,0.00,PayWave
2026-09-15,06:37:25,0003,10.00,10.00,0.00,PayNow
2026-09-15,07:18:11,0004,6.50,6.50,0.00,PayLah
2026-09-15,07:19:32,0005,5.50,5.50,0.00,PayLah
2026-09-15,07:30:35,0006,4.50,4.50,0.00,PayLah
2026-09-15,07:40:50,0007,6.50,6.50,0.00,PayLah
2026-09-15,08:04:16,0008,6.50,10.00,3.50,Cash
2026-09-15,08:44:00,0009,7.00,7.00,0.00,PayWave
2026-09-15,09:03:34,0010,3.50,3.50,0.00,PayLah
2026-09-15,09:10:19,0011,7.00,7.00,0.00,PayNow
2026-09-15,09:50:10,0012,6.00,6.00,0.00,Cash
2026-09-15,09:54:37,0013,5.50,10.00,4.50,Cash
2026-09-15,10:11:30,0014,8.00,8.00,0.00,PayNow
2026-09-15,10:20:23,0015,6.50,10.00,3.50,Cash
2026-09-15,10:36:40,0016,8.00,8.00,0.00,PayNow
2026-09-15,10:53:39,0017,5.00,5.00,0.00,PayNow
2026-09-15,11:02:44,0018,6.50,6.50,0.00,PayNow
2026-09-15,11:03:15,0019,8.00,8.00,0.00,PayNow
2026-09-15,11:05:35,0020,5.00,5.00,0.00,PayWave
2026-09-15,11:10:48,0021,3.50,3.50,0.00,PayNow
2026-09-15,11:19:54,0022,3.50,3.50,0.00,PayWave
2026-09-15,11:24:44,0023,7.50,7.50,0.00,PayNow
2026-09-15,11:26:08,0024,4.00,4.00,0.00,Cash
2026-09-15,11:59:01,0025,7.00,7.00,0.00,PayWave
2026-09-15,12:43:06,0026,10.00,10.00,0.00,PayWave
2026-09-15,13:29:48,0027,8.00,8.00,0.00,PayNow
2026-09-15,13:52:29,0028,7.50,7.50,0.00,Cash
2026-09-15,13:53:48,0029,9.00,9.00,0.00,PayNow
2026-09-15,14:07:43,0030,8.00,8.00,0.00,Cash
2026-09-15,14:24:55,0031,8.00,8.00,0.00,PayNow
2026-09-15,15:30:54,0032,6.50,6.50,0.00,PayNow
2026-09-15,15:33:48,0033,5.50,10.00,4.50,Cash
2026-09-15,17:08:33,0034,6.00,6.00,0.00,Cash
2026-09-15,17:22:42,0035,6.50,6.50,0.00,Cash
2026-09-15,17:36:55,0036,4.50,5.00,0.50,Cash
2026-09-15,18:13:03,0037,9.00,9.00,0.00,PayNow
2026-09-15,18:27:42,0038,5.50,5.50,0.00,PayLah
2026-09-15,18:28:17,0039,6.50,6.50,0.00,PayLah
2026-09-15,18:48:24,0040,4.50,5.00,0.50,Cash
2026-09-15,18:49:55,0041,9.00,10.00,1.00,Cash
2026-09-15,19:09:31,0042,4.50,5.00,0.50,Cash
2026-09-15,19:19:23,0043,5.50,10.00,4.50,Cash
2026-09-15,19:25:37,0044,6.50,10.00,3.50,Cash
2026-09-16,06:06:49,0001,7.00,10.00,3.00,Cash
2026-09-16,08:30:52,0002,3.50,5.00,1.50,Cash
2026-09-16,08:35:54,0003,6.50,6.50,0.00,Cash
2026-09-16,08:51:50,0004,7.00,10.00,3.00,Cash
2026-09-16,09:06:36,0005,5.50,10.00,4.50,Cash
2026-09-16,09:12:22,0006,8.00,8.00,0.00,PayLah
2026-09-16,09:14:34,0007,6.00,6.00,0.00,PayNow
2026-09-16,09:20:14,0008,7.00,7.00,0.00,Cash
2026-09-16,09:26:43,0009,3.00,3.00,0.00,Cash
2026-09-16,09:28:24,0010,8.00,8.00,0.00,PayWave
2026-09-16,10:06:17,0011,7.00,7.00,0.00,PayNow
2026-09-16,10:44:01,0012,5.50,5.50,0.00,PayLah
2026-09-16,10:46:36,0013,4.00,4.00,0.00,PayLah
2026-09-16,11:00:01,0014,7.00,7.00,0.00,Cash
2026-09-16,11:20:03,0015,5.00,5.00,0.00,PayNow
2026-09-16,12:34:20,0016,7.50,7.50,0.00,Cash
2026-09-16,12:37:38,0017,5.50,5.50,0.00,PayLah
2026-09-16,14:04:17,0018,6.00,6.00,0.00,Cash
2026-09-16,14:53:23,0019,8.00,8.00,0.00,PayLah
2026-09-16,16:10:11,0020,5.50,5.50,0.00,PayLah
2026-09-16,16:37:25,0021,7.00,7.00,0.00,PayLah
2026-09-16,16:44:42,0022,5.00,5.00,0.00,PayLah
2026-09-16,16:47:25,0023,3.50,5.00,1.50,Cash
2026-09-16,16:50:14,0024,3.00,3.00,0.00,Cash
2026-09-16,17:33:49,0025,6.50,6.50,0.00,PayNow
2026-09-16,17:55:28,0026,4.00,4.00,0.00,PayLah
2026-09-16,18:18:17,0027,8.00,8.00,0.00,PayWave
2026-09-16,18:55:47,0028,8.00,10.00,2.00,Cash
2026-09-16,19:36:17,0029,6.00,6.00,0.00,Cash
2026-09-16,19:53:41,0030,8.00,8.00,0.00,PayNow
2026-09-17,06:01:14,0001,7.00,7.00,0.00,PayNow
2026-09-17,06:46:36,0002,10.00,10.00,0.00,Cash
2026-09-17,06:52:24,0003,5.50,5.50,0.00,PayNow
2026-09-17,06:54:51,0004,6.50,6.50,0.00,Cash
2026-09-17,07:24:15,0005,6.50,6.50,0.00,PayLah
2026-09-17,07:31:28,0006,6.00,6.00,0.00,PayWave
2026-09-17,08:13:06,0007,6.50,6.50,0.00,PayLah
2026-09-17,08:38:47,0008,5.00,5.00,0.00,PayNow
2026-09-17,08:44:23,0009,5.50,5.50,0.00,PayNow
2026-09-17,09:05:49,0010,4.50,4.50,0.00,Cash
2026-09-17,09:06:50,0011,6.50,6.50,0.00,PayWave
2026-09-17,09:09:20,0012,4.50,4.50,0.00,PayNow
2026-09-17,09:15:05,0013,5.50,5.50,0.00,PayNow
2026-09-17,09:27:18,0014,8.00,8.00,0.00,PayWave
2026-09-17,09:52:28,0015,8.00,8.00,0.00,PayLah
2026-09-17,10:14:41,0016,5.00,5.00,0.00,Cash
2026-09-17,10:43:57,0017,5.00,5.00,0.00,PayNow
2026-09-17,10:44:56,0018,9.00,9.00,0.00,PayNow
2026-09-17,10:51:53,0019,8.00,8.00,0.00,Cash
2026-09-17,10:56:29,0020,3.00,3.00,0.00,PayWave
2026-09-17,11:26:20,0021,7.00,7.00,0.00,PayWave
2026-09-17,11:55:38,0022,8.50,8.50,0.00,Cash
2026-09-17,12:01:59,0023,4.50,4.50,0.00,Cash
2026-09-17,12:22:28,0024,7.00,7.00,0.00,Cash
2026-09-17,12:29:56,0025,8.00,8.00,0.00,PayLah
2026-09-17,12:36:04,0026,8.00,8.00,0.00,PayWave
2026-09-17,13:31:57,0027,5.50,5.50,0.00,PayLah
2026-09-17,13:46:37,0028,4.50,4.50,0.00,PayNow
2026-09-17,14:07:14,0029,5.00,5.00,0.00,PayWave
2026-09-17,14:20:47,0030,3.00,5.00,2.00,Cash
2026-09-17,14:41:31,0031,3.50,3.50,0.00,PayWave
2026-09-17,14:53:10,0032,3.50,3.50,0.00,PayWave
2026-09-17,14:56:40,0033,8.00,8.00,0.00,PayNow
2026-09-17,15:31:13,0034,4.50,4.50,0.00,PayNow
2026-09-17,15:38:24,0035,7.00,7.00,0.00,PayLah
2026-09-17,15:40:04,0036,4.50,4.50,0.00,PayWave
2026-09-17,15:52:08,0037,5.50,10.00,4.50,Cash
2026-09-17,16:46:11,0038,5.00,5.00,0.00,PayNow
2026-09-17,17:23:43,0039,4.50,4.50,0.00,PayLah
2026-09-17,17:36:55,0040,4.00,4.00,0.00,PayNow
2026-09-17,19:29:40,0041,6.50,6.50,0.00,PayNow
2026-09-17,19:38:19,0042,5.50,5.50,0.00,PayLah
2026-09-17,19:46:05,0043,7.00,7.00,0.00,PayNow
